Conjunction data for RBSPa and FU4 from Shumko file FU4_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU4) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU4) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU4 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
sur = max surface detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2019-04-03/15:32:50 2019-04-03/15:34:03 2019-04-03/15:33:28     5.13     5.13    14.80    14.97   0.21902   -0.005    0.163     7.73     0.00   540     0    15         171.08       4.660686       0.010212       0.000284           0.46       0.008275       0.000326       0.000078           0.00            NaN           -NaN            NaN      173493.95     136.254343       3.630492       0.204447         793.18       7.862026       0.136262       0.034456           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  132  175  146  149   49    6
2019-04-04/03:39:44 2019-04-04/03:41:15 2019-04-04/03:40:26     5.30     5.33    17.29    17.24   0.07953   -0.031    0.053     2.85     0.00   445     0     0           3.81       0.423699       0.000318       0.000078           0.00       0.000388       0.000065       0.000052           0.00            NaN           -NaN            NaN      152073.57     102.883094       2.903664       1.239968         405.34       3.552565       0.098455       0.022264           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  106   83   61   32   11    4
2019-04-04/08:57:25 2019-04-04/08:59:03 2019-04-04/08:58:21     4.93     4.87    14.55    14.26   0.38111    0.062    0.293     1.86     0.00   910     0     0         947.13       3.813289       0.076124       0.000465           0.00       0.000155       0.000056       0.000052           0.00       0.000388       0.000144       0.000078        9626.90       6.920913       0.278427       0.088478           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   19   37   44   17    3    3
2019-04-04/17:50:33 2019-04-04/17:51:56 2019-04-04/18:24:59     5.47     5.28    15.04    14.44   0.86646    0.191    0.601     3.89     0.00   349     0   134         581.85      12.710963       0.032975       0.000724           8.26       0.072823       0.002404       0.000465           0.01       0.002069       0.000237       0.000103      440547.47    1109.701276      12.937492       0.361807         588.18       3.197309       0.136374       0.054548           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  176  167   64  141   71   19
2019-04-04/18:24:33 2019-04-04/18:25:36 2019-04-04/18:24:59     5.47     5.28    15.04    14.44   0.86646    0.191    0.601     3.89     0.00   399   190   115         461.48      12.710963       0.021040       0.000310           8.25       0.072823       0.002464       0.000517           0.01       0.002069       0.000237       0.000103      525892.32    1109.701276      14.399330       2.065243        1157.08       3.815288       0.153419       0.074213           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  176  167   64  141   71   19
2019-04-05/19:40:56 2019-04-05/19:42:46 2019-04-05/19:41:59     4.44     4.52    13.85    14.28   0.50766   -0.078    0.428     4.36     0.00   314  6931     0          31.82       0.688510       0.001595       0.000181           0.00       0.000828       0.000133       0.000078           0.00            NaN           -NaN            NaN      234541.25     261.596093       4.383703       0.701982          81.07       5.428136       0.089881       0.024953           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  132  125   78   60   30    4
2019-04-06/07:53:42 2019-04-06/07:54:41 2019-04-06/07:54:07     5.91     5.99    16.56    16.10   0.72004   -0.075    0.460     9.20     0.00   375     0     0         566.07       3.813289       0.099836       0.000724           0.41       0.003724       0.000297       0.000155           0.00       0.000103       0.000091       0.000103        6169.05       3.230757       0.192182       0.077772           9.80       0.122844       0.013345       0.008349           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    4    4   21   27   11   14
2019-04-07/09:11:47 2019-04-07/09:12:46 2019-04-07/09:12:12     5.90     5.88    15.64    15.76   0.19129    0.026    0.123     6.20     0.00   360     0    47        1492.81       5.931783       0.123128       0.000388           2.20       0.007448       0.000551       0.000155           0.00       0.000129       0.000129       0.000129       24917.01      57.891427       0.740762       0.209044        1032.20      24.426610       0.492696       0.045457           0.00       0.001141       0.001141       0.001141    0    0    0    0    0    0    0    0    0    0    0    0   55  150  174  116   35   13
2019-04-07/16:00:13 2019-04-07/16:01:46 2019-04-07/16:00:54     4.44     4.32    13.93    15.01   1.23989    0.121    1.081     2.20     0.00   290     0     0          12.17       0.198609       0.000375       0.000181           0.01       0.000465       0.000073       0.000052           0.00            NaN           -NaN            NaN      433588.57     199.096550       7.590438       2.898737         241.33       1.721067       0.139822       0.036670           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   95   71   56   37    7    3
2019-04-07/20:08:50 2019-04-07/20:10:22 2019-04-07/20:09:30     5.23     5.37    17.28    16.90   0.54013   -0.148    0.375     1.55     0.00   343     0     0          17.28       0.635548       0.002116       0.000362           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       22418.43      15.463608       0.516685       0.223033          86.97       0.333053       0.052264       0.029336           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   18   20   15    5    4    9
2019-04-08/18:51:56 2019-04-08/18:53:28 2019-04-08/18:52:43     4.93     4.98    14.25    14.47   0.29358   -0.043    0.224     2.04     0.00   337  3247     7          11.71       1.059247       0.000386       0.000155           0.35       0.003310       0.000297       0.000129           0.00            NaN           -NaN            NaN      525699.44     221.350540       9.543596       4.204236        3891.87      22.837879       0.624197       0.061422           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  124  142  151   87   13    3
2019-04-09/02:47:24 2019-04-09/02:50:22 2019-04-09/02:49:16     3.60     3.60    13.16    13.17   0.01120   -0.004    0.011    12.41     0.00   218  1475    39          19.45       2.330343       0.000870       0.000155           0.02       0.001034       0.000178       0.000103           0.00            NaN           -NaN            NaN      264699.73      89.210362       4.648748       0.737065          68.31       1.357636       0.128161       0.031567           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   80  121  117   70   26   19
2019-04-10/01:57:57 2019-04-10/02:00:09 2019-04-10/01:58:51     4.48     4.71    18.08    17.65   0.57067   -0.229    0.435    10.09     0.00   290  3632     0        2468.39       7.626578       0.084962       0.003103           0.07       0.000724       0.000096       0.000052           0.00            NaN           -NaN            NaN     1003453.14    7443.664219      32.137239       1.033063           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   22    8    4    2    8    4
2019-04-10/08:21:52 2019-04-10/08:22:46 2019-04-10/08:22:14     6.02     5.98    15.88    16.04   0.25680    0.034    0.162    11.93     0.00   420  1891     0          37.52       1.906644       0.001408       0.000181           1.68       0.004138       0.000260       0.000129           0.00            NaN           -NaN            NaN      248592.58     128.804612       5.629234       3.331209       15736.90      29.482170       0.865188       0.312921           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   88   96   89   35    4    3
2019-05-05/06:38:31 2019-05-05/06:40:22 2019-05-05/06:39:44     4.71     4.84    13.13    14.03   1.12874   -0.123    0.900     3.94     0.00   338     0     0         349.13       4.660686       0.020936       0.000181           0.06       0.002689       0.000223       0.000129           0.00            NaN           -NaN            NaN       54914.82      26.649673       1.176460       0.215965           0.06       0.013252       0.006238       0.005301           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   45   64   42   14    3    3
2019-05-11/03:23:03 2019-05-11/03:24:17 2019-05-11/03:23:37     4.03     4.29    12.30    13.56   1.39363   -0.265    1.263    11.97     0.00   254     0     0          39.66       0.021516       0.000787       0.000517           0.00       0.000078       0.000032       0.000026           0.00            NaN           -NaN            NaN     1512778.13     724.419949      23.563522       6.388396         134.78       0.565145       0.043007       0.015703           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    1  191  142  129  174  264  263
2019-05-11/16:01:37 2019-05-11/16:02:41 2019-05-11/16:02:11     5.64     5.63    15.77    15.63   0.20867    0.012    0.141    11.81     0.00   360     0     0          39.25       3.389590       0.001384       0.000388           0.07       0.001034       0.000106       0.000052           0.00            NaN           -NaN            NaN      443339.44     483.205543      10.843307       3.420720        1016.42       3.275797       0.193382       0.066611           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    1    2  117   96   53   19    2    3
2019-05-11/22:18:50 2019-05-11/22:20:28 2019-05-11/22:19:50     5.24     5.44    13.70    14.24   0.77544   -0.196    0.537     8.93     0.00   361     0     0         227.63       0.847398       0.012931       0.000388           0.71       0.004965       0.000314       0.000155           0.03       0.005793       0.000445       0.000155      165482.56    2274.452956       4.111164       0.084843         402.58       1.716879       0.128292       0.053950           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   17   37   30   74   49   27
2019-05-12/06:16:57 2019-05-12/06:17:46 2019-05-12/06:17:09     4.64     4.78    12.81    14.02   1.49627   -0.138    1.214     8.76     0.00   242     0     3         433.32       5.508084       0.022442       0.000181           0.04       0.003310       0.000105       0.000052           0.01       0.004551       0.000879       0.000414       32717.51      27.643555       0.680920       0.112775           5.19       0.053652       0.010348       0.005576           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   36   87   47   13   44   32
2019-05-13/10:44:50 2019-05-13/10:46:03 2019-05-13/10:45:32     6.03     6.05    14.60    14.99   0.61535   -0.018    0.389     4.69     0.00   421     0     0        1782.54       6.779180       0.190687       0.001345           2.07       0.009930       0.000874       0.000310           0.00            NaN           -NaN            NaN        7485.86       3.230757       0.235590       0.119909          50.82       0.214610       0.019091       0.010602           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   13   10   10    2    2    5
2019-05-13/12:19:23 2019-05-13/12:20:41 2019-05-13/12:20:04     5.83     5.74    15.87    15.34   0.80431    0.094    0.528    10.47     0.00   421     0     0        1185.26       5.931783       0.087273       0.000129           2.05       0.009930       0.000898       0.000336           0.00       0.000052       0.000052       0.000052       20055.04       6.920913       0.517296       0.246817          43.15       0.309992       0.032640       0.015903           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    1    1    0    0    0   20   18   10    3    4    8
2019-05-14/13:37:23 2019-05-14/13:38:26 2019-05-14/13:37:55     5.90     5.83    14.88    15.57   1.04979    0.075    0.683     5.72     0.00   360     0     0         121.94       0.582586       0.036153       0.000103           0.69       0.008275       0.000279       0.000078           0.00       0.000233       0.000112       0.000155        6719.91       3.634602       0.184999       0.072600         161.40       0.799327       0.021888       0.011038           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   11   24   33   33   11    3
2019-07-07/06:19:08 2019-07-07/06:20:36 2019-07-07/06:19:48     5.14     4.78    15.24    14.45   1.08298    0.362    0.788     0.80     0.00   325     0     0          85.08      10.168770       0.006858       0.000129           0.00       0.001552       0.000216       0.000052           0.00            NaN           -NaN            NaN       19763.47       8.408472       0.474092       0.210110           0.25       0.011151       0.003937       0.002788           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   21   14    7    6   10   18
2019-09-30/07:36:03 2019-09-30/07:37:46 2019-09-30/07:36:50     4.37     4.57     8.76     8.27   0.60667   -0.206    0.488    15.65     0.00   278  5247    15         356.46       3.389590       0.011059       0.000517           5.97       0.092684       0.002616       0.000465           0.50       0.011586       0.001091       0.000388      351733.99    4135.369011       7.529036       0.165835          29.32       1.243243       0.025874       0.007852           0.00       0.001787       0.001083       0.001787    0    0    0    0    0    0    0    0    0    1    1    2   29   50   84  266  176   69
2019-10-02/03:50:50 2019-10-02/03:52:09 2019-10-02/03:51:19     4.91     5.17     9.10     8.31   1.07545   -0.259    0.793     4.92     0.00   302     0    71          20.61       0.264812       0.000811       0.000284           1.96       0.013241       0.000464       0.000181           0.02       0.002069       0.000152       0.000078       63335.48      57.740958       1.165562       0.206524         572.08       2.714068       0.103863       0.025384           0.01       0.010486       0.002318       0.000908    0    0    0    0    0    0    0    0    0    0    0    1   58  104   73  141   85   13
2019-10-03/05:09:19 2019-10-03/05:11:40 2019-10-03/05:09:49     3.62     4.30     7.83     8.30   0.84335   -0.686    0.476     0.77     0.00   146     0     3           0.33       0.004965       0.000122       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        8622.99       2.624990       0.175571       0.074864           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    1    8   28   25   26   26   29
2019-10-03/06:43:28 2019-10-03/06:44:26 2019-10-03/06:43:56     5.28     5.61     9.52     8.81   1.06700   -0.324    0.715     0.86     0.00   290     0     0          31.11       1.694795       0.010623       0.000569           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        5469.13       2.624990       0.150275       0.058673           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   10   13   11    6    6    3
2019-10-03/22:32:19 2019-10-03/22:34:46 2019-10-03/22:32:57     3.50     3.94     7.52     6.88   0.76207   -0.444    0.638     2.04     0.00  2389     0   222           2.24       0.049652       0.000332       0.000078           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        6708.52       3.230757       0.141730       0.060304           0.01       0.003030       0.001767       0.001515           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    2    3   13   52   89   66   41   59
2019-10-04/08:02:03 2019-10-04/08:03:46 2019-10-04/08:02:53     4.36     4.52     8.62     8.28   0.42418   -0.157    0.339    14.83     0.00   182     0     0          61.75       3.813289       0.008527       0.000103           0.00       0.000931       0.000079       0.000052           0.00       0.000026       0.000026       0.000026       28996.14      68.127171       0.568831       0.216279           0.15       0.015703       0.003031       0.001392           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   29   41   37   28   17   16
2019-10-07/05:35:13 2019-10-07/05:37:28 2019-10-07/05:36:01     3.62     4.02     7.72     8.33   0.72836   -0.399    0.611     1.09     0.00   182  1255    43           0.44       0.014896       0.000145       0.000052           0.00       0.000362       0.000149       0.000155           0.00            NaN           -NaN            NaN       29362.80      14.557583       0.567496       0.156461           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    3   33   48   61   41   77  125
2019-10-07/07:09:23 2019-10-07/07:10:36 2019-10-07/07:09:47     5.27     5.71     9.37     8.92   0.77675   -0.437    0.448     1.55     0.00   361  2383     0         209.73       3.389590       0.044463       0.000233           0.03       0.002069       0.000179       0.000078           0.00            NaN           -NaN            NaN       11490.82       6.662418       0.318897       0.100472           0.01       0.005758       0.003359       0.003839           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   17   39   20    5    6   15
2019-10-08/08:28:02 2019-10-08/08:29:40 2019-10-08/08:28:57     4.37     4.47     8.49     8.25   0.29209   -0.096    0.238     2.54     0.00   194  2443     0          13.14       0.741473       0.001107       0.000078           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN      117187.95      35.073782       2.156093       0.403845           0.24       0.011778       0.003130       0.002428           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   62   71   44   19   26   55
