Conjunction data for RBSPa and FU4 from Shumko file FU4_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU4) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU4) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU4 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction
sur = max surface detector FB flux during conjunction
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  7E4  7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2019-02-03/05:57:37 2019-02-03/05:59:40 2019-02-03/05:58:24     4.04     4.10    16.12    15.14   1.04537   -0.055    0.982    66.11    -1.00   313     0    59    0    0    0    0    0    0    1    1    0    0    0    0  213  250  123   56   21    7
2019-02-05/03:47:28 2019-02-05/03:48:22 2019-02-05/03:47:58     5.34     5.63    17.18    15.90   1.86057   -0.294    1.286    65.93    -1.00   360  4099    35    0    0    0    0    0    0    0    0    1    1    0    6   21   32  168  112   21    6
2019-02-05/21:05:08 2019-02-05/21:06:56 2019-02-05/21:05:55     5.30     5.45    16.68    16.46   0.34426   -0.151    0.220    10.81    -1.00   337  3157     0    0    0    0    0    0    0    0    0    0    0    0    0   29   35   26    9    3    6
2019-02-06/05:08:31 2019-02-06/05:11:04 2019-02-06/05:09:06     3.67     3.97    15.62    15.29   0.44406   -0.297    0.331    55.19    -1.00   254  1314     0    0    0    0    0    0    0    0    0    0    0    0    0   53   58   73   41   17   36
2019-02-08/20:16:31 2019-02-08/20:18:15 2019-02-08/20:17:15     4.98     5.13    16.31    16.02   0.40691   -0.146    0.287     9.07    -1.00   385  2324     0    0    0    0    0    0    0    0    0    0    0    0    0   22   33   47   26    4    3
2019-02-08/21:50:44 2019-02-08/21:51:57 2019-02-08/21:51:10     6.14     6.55    17.57    17.03   0.99396   -0.414    0.545    12.21    -1.00   421  4124     0    0    0    0    0    0    0    0    0    0    0    0    0   14   10    4    2    1    3
2019-02-12/05:04:03 2019-02-12/05:05:41 2019-02-12/05:04:41     4.93     5.05    16.57    15.60   1.27223   -0.114    0.973     7.22    -1.00   886  4013    15    0    0    0    0    0    0    0    0    0    0    0    0   44  121   95  116   28    7
2019-02-14/21:46:50 2019-02-14/21:48:09 2019-02-14/21:47:07     6.14     6.84    18.03    17.41   1.26570   -0.704    0.621    55.50    -1.00   480  7128     0    0    0    0    0    0    0    0    0    0    0    0    0   91   62   56   47    9    3
2019-02-15/04:14:19 2019-02-15/04:16:15 2019-02-15/04:15:02     4.68     4.80    16.20    15.80   0.51429   -0.117    0.404    10.12    -1.00   468     0     0    0    0    0    0    0    0    0    0    0    0    0    0   49   39   22   12    4    3
2019-02-16/07:09:13 2019-02-16/07:10:12 2019-02-16/07:09:49     4.77     4.80    16.27    15.21   1.32386   -0.026    1.060     4.67    -1.00   397  1255     0    0    0    0    0    0    0    0    0    0    0    0    0   36   13    3    5    3    3
2019-02-18/03:24:31 2019-02-18/03:26:46 2019-02-18/03:25:30     4.40     4.35    15.80    15.93   0.14533    0.046    0.120     9.77    -1.00   456  2383     0    0    0    0    0    0    0    0    0    0    0    0    1   34   54   58   35   19   26
2019-03-15/21:45:08 2019-03-15/21:46:26 2019-03-15/21:46:12     6.01     5.48    16.70    17.25   0.98109    0.535    0.548    65.98    -1.00   922  4441     0    0    0    0    0    0    0    0    0    0    0    0    0    7    4    4   11   15    3
2019-03-16/05:47:28 2019-03-16/05:48:36 2019-03-16/05:47:58     5.60     5.57    16.09    16.18   0.12642    0.030    0.084    68.86    -1.00   375   774     0    0    0    0    0    0    0    0    0    0    0    0    0   34   35   13    4    6   13
2019-03-17/00:40:42 2019-03-17/00:41:41 2019-03-17/00:41:34     5.90     5.35    16.84    17.44   1.03958    0.546    0.602    76.39    -1.00   349     0     3    0    0    0    0    0    0    0    0    0    0    0    0   34   25    5    4    3    7
2019-03-17/02:17:47 2019-03-17/02:18:31 2019-03-17/02:18:24     5.14     5.49    18.11    17.11   1.43955   -0.351    1.007    66.18    -1.00   373     0     0    0    0    0    0    0    0    1    0    0    0    0    0    4    2    2    1    1    3
2019-03-17/07:06:56 2019-03-17/07:08:22 2019-03-17/07:07:42     4.64     4.42    14.97    15.72   0.91245    0.222    0.748    73.60    -1.00   421     0    39    0    0    0    0    0    0    0    1    0    0    0    0   99  108  191  208  209   29
2019-03-17/08:41:13 2019-03-17/08:42:17 2019-03-17/08:41:42     5.73     5.76    16.21    15.46   1.12476   -0.028    0.749    48.74    -1.00   433     0     3    0    0    0    0    0    0    1    0    0    0    0    0  113  108  191  208  209   29
2019-03-17/15:29:13 2019-03-17/15:30:57 2019-03-17/15:30:10     4.11     4.11    14.38    14.65   0.29022    0.001    0.270    71.50    -1.00   325     0   154    0    0    0    0    0    0    0    0    0    1    0    2  132  142  106   79   22   17
2019-03-17/16:29:56 2019-03-17/16:31:40 2019-03-17/16:30:46     5.17     5.18    15.40    15.07   0.44104   -0.012    0.325    77.36    -1.00   444     0     3    0    0    0    0    0    0    0    0    0    0    0    0   47  104  191  224   68   17
2019-03-17/18:03:28 2019-03-17/18:04:12 2019-03-17/18:04:05     5.82     5.93    16.53    15.69   1.29680   -0.108    0.842    78.44    -1.00   469     0     0    0    0    0    0    0    0    0    0    0    0    0    0   36   83  191  224   52    6
2019-03-29/12:12:28 2019-03-29/12:13:46 2019-03-29/12:13:08     5.40     5.35    15.32    14.80   0.72713    0.056    0.516    17.88    -1.00   360  4284     0    0    0    0    0    0    0    0    0    0    0    0    0   38   25    9    2    2    4
2019-03-30/06:40:13 2019-03-30/06:41:22 2019-03-30/06:40:46     5.81     5.67    15.86    16.28   0.63908    0.147    0.414    77.26    -1.00   421  2324     0    0    0    0    0    0    0    0    0    0    0    0    0   34   52   73  108   35    7
2019-03-31/07:59:08 2019-03-31/08:00:22 2019-03-31/07:59:51     5.16     4.86    14.92    15.85   1.25520    0.306    0.931     9.72    -1.00   894     0     0    0    0    0    0    0    0    0    0    0    0    0    0   51   43   25   11    9   13
2019-04-01/04:30:33 2019-04-01/04:31:56 2019-04-01/04:31:11     5.57     5.60    17.01    16.95   0.09177   -0.028    0.060    78.97    -1.00   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0  168  100   75   95   55   10
2019-04-03/07:08:56 2019-04-03/07:10:03 2019-04-03/07:09:39     5.51     5.09    15.17    16.15   1.41404    0.418    0.977    35.80    -1.00   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0   69   75   50   45   14    5
2019-04-03/14:59:19 2019-04-03/15:01:34 2019-04-03/15:33:28     5.13     5.13    14.80    14.97   0.21902   -0.005    0.163    79.80    -1.00   481     0    15    0    0    0    0    0    0    0    0    0    0    0    0  132  175  146  149   49    6
2019-04-03/15:32:50 2019-04-03/15:34:03 2019-04-03/15:33:28     5.13     5.13    14.80    14.97   0.21902   -0.005    0.163    79.80    -1.00   540     0    15    0    0    0    0    0    0    0    0    0    0    0    0  132  175  146  149   49    6
2019-04-04/03:39:44 2019-04-04/03:41:15 2019-04-04/03:40:26     5.30     5.33    17.29    17.24   0.07953   -0.031    0.053    31.75    -1.00   445     0     0    0    0    0    0    0    0    0    0    0    0    0    0  106   83   61   32   11    4
2019-04-04/08:57:25 2019-04-04/08:59:03 2019-04-04/08:58:21     4.93     4.87    14.55    14.26   0.38111    0.062    0.293    16.12    -1.00   910     0     0    0    0    0    0    0    0    0    0    0    0    0    0   19   37   44   17    3    3
2019-04-04/17:50:33 2019-04-04/17:51:56 2019-04-04/18:24:59     5.47     5.28    15.04    14.44   0.86646    0.191    0.601    42.39    -1.00   349     0   134    0    0    0    0    0    0    0    0    0    0    0    0  176  167   64  141   71   19
2019-04-04/18:24:33 2019-04-04/18:25:36 2019-04-04/18:24:59     5.47     5.28    15.04    14.44   0.86646    0.191    0.601    42.39    -1.00   399   190   115    0    0    0    0    0    0    0    0    0    0    0    0  176  167   64  141   71   19
2019-04-05/19:40:56 2019-04-05/19:42:46 2019-04-05/19:41:59     4.44     4.52    13.85    14.28   0.50766   -0.078    0.428    45.32    -1.00   314  6931     0    0    0    0    0    0    0    0    0    0    0    0    0  132  125   78   60   30    4
2019-04-06/07:53:42 2019-04-06/07:54:41 2019-04-06/07:54:07     5.91     5.99    16.56    16.10   0.72004   -0.075    0.460    64.71    -1.00   375     0     0    0    0    0    0    0    0    0    0    0    0    0    0    4    4   21   27   11   14
2019-04-07/09:11:47 2019-04-07/09:12:46 2019-04-07/09:12:12     5.90     5.88    15.64    15.76   0.19129    0.026    0.123    68.47    -1.00   360     0    47    0    0    0    0    0    0    0    0    0    0    0    0   55  150  174  116   35   13
2019-04-07/16:00:13 2019-04-07/16:01:46 2019-04-07/16:00:54     4.44     4.32    13.93    15.01   1.23989    0.121    1.081    26.42    -1.00   290     0     0    0    0    0    0    0    0    0    0    0    0    0    0   95   71   56   37    7    3
2019-04-07/20:08:50 2019-04-07/20:10:22 2019-04-07/20:09:30     5.23     5.37    17.28    16.90   0.54013   -0.148    0.375     8.84    -1.00   343     0     0    0    0    0    0    0    0    0    0    0    0    0    0   18   20   15    5    4    9
2019-04-08/18:51:56 2019-04-08/18:53:28 2019-04-08/18:52:43     4.93     4.98    14.25    14.47   0.29358   -0.043    0.224    15.63    -1.00   337  3247     7    0    0    0    0    0    0    0    0    0    0    0    0  124  142  151   87   13    3
2019-04-09/02:47:24 2019-04-09/02:50:22 2019-04-09/02:49:16     3.60     3.60    13.16    13.17   0.01120   -0.004    0.011    73.89    -1.00   218  1475    39    0    0    0    0    0    0    0    0    0    0    0    0   80  121  117   70   26   19
2019-04-10/01:57:57 2019-04-10/02:00:09 2019-04-10/01:58:51     4.48     4.71    18.08    17.65   0.57067   -0.229    0.435    56.46    -1.00   290  3632     0    0    0    0    0    0    0    0    0    0    0    0    0   22    8    4    2    8    4
2019-04-10/08:21:52 2019-04-10/08:22:46 2019-04-10/08:22:14     6.02     5.98    15.88    16.04   0.25680    0.034    0.162    71.55    -1.00   420  1891     0    0    0    0    0    0    0    0    0    0    0    0    0   88   96   89   35    4    3
2019-05-05/06:38:31 2019-05-05/06:40:22 2019-05-05/06:39:44     4.71     4.84    13.13    14.03   1.12874   -0.123    0.900    13.87    -1.00   338     0     0    0    0    0    0    0    0    0    0    0    0    0    0   45   64   42   14    3    3
2019-05-11/03:23:03 2019-05-11/03:24:17 2019-05-11/03:23:37     4.03     4.29    12.30    13.56   1.39363   -0.265    1.263    65.25    -1.00   254     0     0    0    0    0    0    0    0    0    0    0    0    0    1  191  142  129  174  264  263
2019-05-11/16:01:37 2019-05-11/16:02:41 2019-05-11/16:02:11     5.64     5.63    15.77    15.63   0.20867    0.012    0.141    63.88    -1.00   360     0     0    0    0    0    0    0    0    0    0    0    1    1    2  117   96   53   19    2    3
2019-05-11/22:18:50 2019-05-11/22:20:28 2019-05-11/22:19:50     5.24     5.44    13.70    14.24   0.77544   -0.196    0.537    52.75    -1.00   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0   17   37   30   74   49   27
2019-05-12/06:16:57 2019-05-12/06:17:46 2019-05-12/06:17:09     4.64     4.78    12.81    14.02   1.49627   -0.138    1.214    38.88    -1.00   242     0     3    0    0    0    0    0    0    0    0    0    0    0    0   36   87   47   13   44   32
2019-05-13/10:44:50 2019-05-13/10:46:03 2019-05-13/10:45:32     6.03     6.05    14.60    14.99   0.61535   -0.018    0.389    17.39    -1.00   421     0     0    0    0    0    0    0    0    0    0    0    0    0    0   13   10   10    2    2    5
2019-05-13/12:19:23 2019-05-13/12:20:41 2019-05-13/12:20:04     5.83     5.74    15.87    15.34   0.80431    0.094    0.528    38.29    -1.00   421     0     0    0    0    0    0    0    0    0    1    1    0    0    0   20   18   10    3    4    8
2019-05-14/13:37:23 2019-05-14/13:38:26 2019-05-14/13:37:55     5.90     5.83    14.88    15.57   1.04979    0.075    0.683    29.30    -1.00   360     0     0    0    0    0    0    0    0    0    0    0    0    0    0   11   24   33   33   11    3
2019-07-07/06:19:08 2019-07-07/06:20:36 2019-07-07/06:19:48     5.14     4.78    15.24    14.45   1.08298    0.362    0.788     2.49    -1.00   325     0     0    0    0    0    0    0    0    0    0    0    0    0    0   21   14    7    6   10   18
2019-09-30/07:36:03 2019-09-30/07:37:46 2019-09-30/07:36:50     4.37     4.57     8.76     8.27   0.60667   -0.206    0.488    82.49    -1.00   278  5247    15    0    0    0    0    0    0    0    0    0    1    1    2   29   50   84  266  176   69
2019-10-02/03:50:50 2019-10-02/03:52:09 2019-10-02/03:51:19     4.91     5.17     9.10     8.31   1.07545   -0.259    0.793    47.77    -1.00   302     0    71    0    0    0    0    0    0    0    0    0    0    0    1   58  104   73  141   85   13
2019-10-03/05:09:19 2019-10-03/05:11:40 2019-10-03/05:09:49     3.62     4.30     7.83     8.30   0.84335   -0.686    0.476     2.30    -1.00   146     0     3    0    0    0    0    0    0    0    0    0    0    0    1    8   28   25   26   26   29
2019-10-03/06:43:28 2019-10-03/06:44:26 2019-10-03/06:43:56     5.28     5.61     9.52     8.81   1.06700   -0.324    0.715     4.10    -1.00   290     0     0    0    0    0    0    0    0    0    0    0    0    0    0   10   13   11    6    6    3
2019-10-03/22:32:19 2019-10-03/22:34:46 2019-10-03/22:32:57     3.50     3.94     7.52     6.88   0.76207   -0.444    0.638    19.73    -1.00  2389     0   222    0    0    0    0    0    0    0    0    0    1    2    3   13   52   89   66   41   59
2019-10-04/08:02:03 2019-10-04/08:03:46 2019-10-04/08:02:53     4.36     4.52     8.62     8.28   0.42418   -0.157    0.339    36.24    -1.00   182     0     0    0    0    0    0    0    0    0    0    0    0    0    0   29   41   37   28   17   16
2019-10-07/05:35:13 2019-10-07/05:37:28 2019-10-07/05:36:01     3.62     4.02     7.72     8.33   0.72836   -0.399    0.611     5.37    -1.00   182  1255    43    0    0    0    0    0    0    0    0    0    0    0    3   33   48   61   41   77  125
2019-10-07/07:09:23 2019-10-07/07:10:36 2019-10-07/07:09:47     5.27     5.71     9.37     8.92   0.77675   -0.437    0.448     8.89    -1.00   361  2383     0    0    0    0    0    0    0    0    0    0    0    0    0   17   39   20    5    6   15
2019-10-08/08:28:02 2019-10-08/08:29:40 2019-10-08/08:28:57     4.37     4.47     8.49     8.25   0.29209   -0.096    0.238    13.19    -1.00   194  2443     0    0    0    0    0    0    0    0    0    0    0    0    0   62   71   44   19   26   55
